-2.8060043,0.40222588,10.04607,2,2015/9/11
-2.7964275,0.4405331,9.825804,2,2015/9/11
-2.9113493,0.4213795,10.237606,2,2015/9/11
-2.9783869,0.41180268,9.844957,2,2015/9/11
-2.8921957,0.50757074,9.442732,2,2015/9/11
-2.920926,0.59376204,9.165004,2,2015/9/11
-2.7581203,0.5746084,8.90643,2,2015/9/11
-2.566584,0.62249243,8.695741,2,2015/9/11
-2.825158,0.545878,9.222465,2,2015/9/11
-2.681506,0.46926352,9.040505,2,2015/9/11
-2.930503,0.41180268,9.500193,2,2015/9/11
-3.0358477,0.38307226,9.643845,2,2015/9/11
-3.122039,0.40222588,9.710882,2,2015/9/11
-3.122039,0.4405331,9.835381,2,2015/9/12
-3.2273839,0.40222588,9.873688,2,2015/9/12
-3.0358477,0.45010993,9.595961,2,2015/9/12
-2.9975405,0.51714754,9.337387,2,2015/9/12
-2.7006595,0.47884035,9.356541,2,2015/9/12
-2.6527755,0.47884035,9.251195,2,2015/9/12
-2.6431987,0.4309563,9.059659,2,2015/9/12
-3.074155,0.30645782,9.279925,2,2015/9/12
-2.8921957,0.38307226,9.136273,2,2015/9/12
-2.9496565,0.45010993,9.509769,2,2015/9/12
-2.9113493,0.46926352,9.557653,2,2015/9/12
-2.9496565,0.48841715,9.548077,2,2015/9/12
-3.2465374,0.39264908,9.586384,2,2015/9/12
-3.1794999,0.48841715,9.461885,2,2015/9/12
-3.2465374,0.46926352,9.56723,2,2015/9/12
-2.7964275,0.5363012,9.203311,2,2015/9/12
-2.9017725,0.50757074,9.337387,2,2015/9/13
-2.6719291,0.47884035,9.069236,2,2015/9/13
-2.9496565,0.41180268,9.040505,2,2015/9/13
-2.8921957,0.36391866,9.11712,2,2015/9/13
-2.9879637,0.36391866,9.337387,2,2015/9/13
-2.7581203,0.39264908,9.404425,2,2015/9/13
-2.9496565,0.35434186,9.701305,2,2015/9/13
-2.9592333,0.45968673,9.768343,2,2015/9/13
-2.9783869,0.48841715,9.576807,2,2015/9/13
-3.083732,0.60333884,9.557653,2,2015/9/13
-2.920926,0.47884035,9.442732,2,2015/9/13
-2.873042,0.4309563,9.260772,2,2015/9/13
-2.7485435,0.49799395,9.002198,2,2015/9/13
-2.825158,0.46926352,8.963891,2,2015/9/13
-2.8060043,0.61291564,9.040505,2,2015/9/13
-2.9113493,0.545878,9.126697,2,2015/9/14
-2.9879637,0.51714754,9.471462,2,2015/9/14
-3.074155,0.46926352,9.5385,2,2015/9/14
-3.064578,0.49799395,9.672575,2,2015/9/14
-3.064578,0.45010993,9.816227,2,2015/9/14
-3.074155,0.40222588,9.844957,2,2015/9/14
-2.8921957,0.2777274,9.80665,2,2015/9/14
-3.016694,0.2681506,9.682152,2,2015/9/14
-2.9783869,0.30645782,9.595961,2,2015/9/14
-2.930503,0.34476504,9.270349,2,2015/9/14
-2.9113493,0.46926352,9.260772,2,2015/9/14
-2.7964275,0.37349546,9.107543,2,2015/9/14
-2.7581203,0.47884035,9.260772,2,2015/9/14
-2.4612393,0.32561144,9.155427,2,2015/9/14
-3.3901896,0.4405331,9.3182335,2,2015/9/14
-3.2561142,0.38307226,9.500193,2,2015/9/15
-3.2465374,0.32561144,9.404425,2,2015/9/15
-3.0262709,0.39264908,9.672575,2,2015/9/15
-3.0454245,0.32561144,9.576807,2,2015/9/15
-3.1986535,0.46926352,9.481039,2,2015/9/15
-3.2273839,0.545878,9.32781,2,2015/9/15
-3.3135753,0.5363012,9.346964,2,2015/9/15
-3.1507695,0.5267244,9.241618,2,2015/9/15
-3.265691,0.45010993,9.212888,2,2015/9/15
-3.1124623,0.5363012,9.11712,2,2015/9/15
-2.9975405,0.47884035,9.251195,2,2015/9/15
-3.2944214,0.50757074,9.184157,2,2015/9/15
-3.3039982,0.51714754,9.433155,2,2015/9/15
-3.2273839,0.545878,9.32781,2,2015/9/15
-3.217807,0.5650316,9.519346,2,2015/9/15
-3.3135753,0.48841715,9.471462,2,2015/9/15
-3.3518825,0.5554548,9.356541,2,2015/9/16
-3.3135753,0.5554548,9.452309,2,2015/9/16
-3.2369606,0.5746084,9.193734,2,2015/9/16
-3.3135753,0.48841715,9.423578,2,2015/9/16
-3.1794999,0.46926352,9.251195,2,2015/9/16
-3.2273839,0.5363012,9.3182335,2,2015/9/16
-2.9783869,0.8714894,9.576807,2,2015/9/16
-3.1124623,0.45968673,9.394848,2,2015/9/16
-3.514688,0.45968673,9.3661175,2,2015/9/16
-3.1028855,0.37349546,9.442732,2,2015/9/16
-3.0071173,0.50757074,9.3661175,2,2015/9/16
-3.122039,0.47884035,9.481039,2,2015/9/16
-3.371036,0.47884035,9.394848,2,2015/9/16
-3.3806129,0.48841715,9.346964,2,2015/9/16
-3.169923,0.48841715,9.404425,2,2015/9/16
-3.1411927,0.48841715,9.308656,2,2015/9/17
-3.074155,0.46926352,9.299079,2,2015/9/17
-3.3039982,0.4309563,9.385271,2,2015/9/17
-3.1028855,0.51714754,9.308656,2,2015/9/17
-3.1316159,0.5746084,9.299079,2,2015/9/17
-3.2561142,0.545878,9.260772,2,2015/9/17
-3.1890767,0.545878,9.32781,2,2015/9/17
-3.2848446,0.5363012,9.414001,2,2015/9/17
-3.2465374,0.6607997,9.356541,2,2015/9/17
-3.265691,0.6895301,9.394848,2,2015/9/17
-3.3135753,0.6895301,9.3182335,2,2015/9/17
-3.1890767,0.6799533,9.433155,2,2015/9/17
-3.2752678,0.6607997,9.356541,2,2015/9/17
-3.3135753,0.641646,9.394848,2,2015/9/17
-3.217807,0.6895301,9.270349,2,2015/9/17
-3.371036,0.641646,9.471462,2,2015/9/17
-3.3135753,0.82360536,9.3182335,2,2015/9/18
-3.3327289,0.6895301,9.5385,2,2015/9/18
-3.2848446,0.79487497,9.279925,2,2015/9/18
-3.2369606,0.7757214,9.481039,2,2015/9/18
-3.2848446,0.7757214,9.270349,2,2015/9/18
-3.2465374,0.7469909,9.346964,2,2015/9/18
-3.1986535,0.6607997,9.270349,2,2015/9/18
-3.2944214,0.6895301,9.260772,2,2015/9/18
-3.2369606,0.7278373,9.337387,2,2015/9/18
-3.1890767,0.6512229,9.356541,2,2015/9/18
-3.2369606,0.7565677,9.423578,2,2015/9/18
-3.3518825,0.641646,9.375694,2,2015/9/18
-3.5242648,0.6512229,9.3182335,2,2015/9/18
-3.169923,0.80445176,9.174581,2,2015/9/18
-3.1603463,0.8523358,9.279925,2,2015/9/18
-3.4859576,0.59376204,9.32781,2,2015/9/19
-3.323152,0.5650316,9.3661175,2,2015/9/19
-3.1507695,0.6703765,9.32781,2,2015/9/19
-3.1794999,0.7278373,9.203311,2,2015/9/19
-3.2944214,0.6512229,9.308656,2,2015/9/19
-3.2848446,0.545878,9.203311,2,2015/9/19
-3.4572272,0.6607997,9.3182335,2,2015/9/19
-3.3327289,0.6799533,9.394848,2,2015/9/19
-3.2848446,0.7757214,9.251195,2,2015/9/19
-3.3518825,0.7565677,9.385271,2,2015/9/19
-3.3614593,0.7757214,9.279925,2,2015/9/19
-3.371036,0.7182605,9.509769,2,2015/9/19
