-6.4260373,-0.7469909,8.082825,4
-6.9144545,-0.34476504,7.747637,4
-6.157887,-0.34476504,6.3206925,4
-7.929596,-0.4405331,8.303091,4
-6.5218053,-0.19153613,6.5122285,4
-7.1634517,-0.5746084,7.3645644,4
-6.2249246,-0.19153613,6.981492,4
-6.205771,0.62249243,6.3685765,4
-6.0716953,0.1340753,7.9487495,4
-6.6271505,0.58418524,8.360553,4
-5.7269306,-0.019153614,6.4643445,4
-8.054094,-0.7278373,7.9966335,4
-8.082825,-1.0342951,9.308656,4
-5.5258174,0.6703765,6.9144545,4
-6.033388,-0.4405331,7.536947,4
-6.3685765,-0.076614454,7.1251445,4
-8.111555,-0.7086837,7.690176,4
-6.3781533,-0.33518824,7.5561004,4
-6.3111157,-0.18195933,7.038953,4
-6.301539,-0.50757074,7.5082164,4
-7.297527,-0.6895301,7.843405,4
-5.592855,-0.4309563,5.9759274,4
-6.895301,-0.7661445,4.213795,4
-7.9487495,-1.292869,8.111555,4
-5.7748146,0.2777274,9.059659,4
-5.6120086,0.11492168,7.28795,4
-6.4164605,-0.18195933,7.240066,4
-6.215348,0.33518824,6.445191,4
-7.603985,-0.93852705,8.37013,4
-6.157887,-0.23942018,7.153875,4
-7.1251445,-0.20111294,5.7365074,4
-7.785944,-1.4077905,8.734048,4
-5.315128,-0.08619126,7.73806,4
-5.6790466,0.45010993,5.592855,4
-6.167464,-0.22026655,6.0238113,4
-6.9719152,-0.89064306,6.540959,4
-6.445191,-0.20111294,6.8761473,4
-7.5082164,-0.40222588,7.603985,4
-6.9144545,-0.29688102,8.868123,4
-6.6079965,-0.009576807,8.159439,4
-7.345411,-0.12449849,6.8282633,4
-7.345411,-0.46926352,7.28795,4
-6.483498,-0.18195933,6.7708025,4
-6.5696893,-0.30645782,7.1347213,4
-6.742072,-0.31603462,7.3549876,4
-6.5122285,-0.35434186,6.196194,4
-7.07726,-0.34476504,7.517793,4
-6.9623384,-0.21068975,7.97748,4
-7.019799,-0.39264908,7.2113357,4
-6.847417,-0.2873042,7.2209125,4
-7.0485296,-0.5554548,7.345411,4
-6.042965,-0.25857377,6.0238113,4
-7.2209125,-0.33518824,6.9623384,4
-6.8282633,-0.45010993,7.249643,4
-6.8665705,-0.11492168,8.169016,4
-7.431602,-0.11492168,7.4124484,4
-7.201759,-0.2681506,7.642292,4
-6.244078,-0.25857377,7.029376,4
-6.933608,-0.2777274,7.3071036,4
-6.435614,-0.08619126,6.3589997,4
-6.3685765,-0.5650316,6.215348,4
-6.694188,-0.2873042,7.2113357,4
-7.335834,-0.58418524,7.0485296,4
-7.4124484,-0.36391866,7.469909,4
-6.7612257,-0.5554548,6.8282633,4
-7.2592196,-0.36391866,7.383718,4
-7.517793,-0.25857377,7.690176,4
-7.2209125,-0.4405331,8.0445175,4
-6.655881,0.038307227,7.536947,4
-6.5696893,-0.4405331,6.5026517,4
-6.1770406,-0.51714754,5.554548,4
-6.244078,-0.63206923,6.531382,4
-7.201759,-0.4213795,7.517793,4
-6.5984197,-0.05746084,6.540959,4
-6.4643445,-0.34476504,6.7324953,4
-6.933608,-0.6703765,7.728483,4
-7.2592196,-0.5267244,6.83784,4
-7.297527,-0.1436521,7.1634517,4
-6.215348,-0.4309563,6.5601125,4
-6.5026517,-0.24899697,7.2783732,4
-7.2783732,-0.38307226,7.52737,4
-7.3071036,-0.4213795,7.6614456,4
-6.885724,-0.18195933,7.144298,4
-6.435614,-0.45968673,6.4068837,4
-6.8569937,-0.62249243,6.789956,4
-6.540959,-0.16280572,7.240066,4
-6.9048777,-0.38307226,6.588843,4
-7.0485296,-0.61291564,7.3549876,4
-7.4986396,-0.2681506,7.7572136,4
-7.067683,-0.34476504,7.4124484,4
-6.5601125,-0.32561144,7.0964136,4
-6.6079965,-0.16280572,7.029376,4
