0,-9.394848,0.18195933,0,14-49-22
0.047884032,-9.950302,0.92895025,0,14-49-22
-0.6799533,-9.481039,0.81402856,0,14-49-22
-0.038307227,-9.346964,0.32561144,0,14-49-23
0.61291564,-9.404425,0.22026655,0,14-49-23
-0.22026655,-9.5385,0.2777274,0,14-49-23
-0.2873042,-9.308656,0.06703765,0,14-49-23
0.2873042,-8.983045,-0.32561144,0,14-49-23
0.47884035,-9.394848,-0.6512229,0,14-49-23
0.842759,-9.442732,-0.7757214,0,14-49-23
0.6799533,-9.461885,-0.8331822,0,14-49-23
0.32561144,-9.337387,-0.7661445,0,14-49-23
-0.89064306,-9.356541,-0.641646,0,14-49-23
-0.1340753,-9.346964,-0.8523358,0,14-49-23
0.34476504,-9.241618,-1.091756,0,14-49-23
0.60333884,-9.442732,-0.9768343,0,14-49-23
0.45968673,-9.356541,-0.94810385,0,14-49-23
0.48841715,-9.394848,-0.842759,0,14-49-23
0.94810385,-9.356541,-0.61291564,0,14-49-24
-0.02873042,-9.203311,-0.82360536,0,14-49-24
0.31603462,-9.289502,-0.6895301,0,14-49-24
0.78529817,-9.356541,-0.6991069,0,14-49-24
0.24899697,-9.232041,-0.7757214,0,14-49-24
0.24899697,-9.375694,-0.59376204,0,14-49-24
0.1340753,-9.356541,-0.63206923,0,14-49-24
0.2873042,-9.289502,-0.50757074,0,14-49-24
0.2777274,-9.289502,-0.5554548,0,14-49-24
0.22984336,-9.346964,-0.40222588,0,14-49-24
0.2873042,-9.289502,-0.5746084,0,14-49-24
0.25857377,-9.289502,-0.60333884,0,14-49-24
0.15322891,-9.32781,-0.5363012,0,14-49-24
-0.019153614,-9.011775,-0.47884035,0,14-49-24
0.095768064,-9.509769,-0.17238252,0,14-49-24
0.22984336,-9.232041,-0.46926352,0,14-49-24
0.41180268,-9.346964,-0.6703765,0,14-49-25
0.63206923,-9.346964,-0.78529817,0,14-49-25
0.40222588,-9.289502,-0.7086837,0,14-49-25
0.37349546,-9.337387,-0.60333884,0,14-49-25
