-3.6583402,-7.07726,1.292869,0,14-55-21
-0.7278373,-8.887277,2.3558946,0,14-55-21
-0.7182605,-9.959879,2.9113493,0,14-55-21
0.842759,-11.511322,2.7581203,0,14-55-21
0.35434186,-10.43872,1.3599066,0,14-55-21
0.7278373,-9.634268,1.4939818,0,14-55-21
0.545878,-9.595961,1.4173675,0,14-55-21
0.91937345,-9.107543,1.5035586,0,14-55-22
1.2066777,-10.994174,1.5993267,0,14-55-22
1.091756,-9.14585,1.0821792,0,14-55-22
0.7374141,-9.174581,1.292869,0,14-55-22
0.7374141,-8.887277,1.388637,0,14-55-22
0.90979666,-9.615114,1.5514427,0,14-55-22
-0.2777274,-9.107543,1.2258313,0,14-55-22
-0.40222588,-8.724471,0.12449849,0,14-55-22
0.4213795,-9.414001,0.8331822,0,14-55-22
-0.45968673,-9.528923,1.1875241,0,14-55-22
-1.4556746,-9.452309,1.532289,0,14-55-22
-1.4173675,-9.289502,1.1779473,0,14-55-22
-1.4269443,-9.021352,0.05746084,0,14-55-22
-0.9576807,-9.32781,0.63206923,0,14-55-22
-0.39264908,-9.385271,0.40222588,0,14-55-22
-0.94810385,-9.404425,-0.29688102,0,14-55-23
-0.35434186,-9.011775,-0.6799533,0,14-55-23
-0.047884032,-9.394848,-0.47884035,0,14-55-23
0.06703765,-9.337387,-0.6799533,0,14-55-23
0.4405331,-9.433155,-0.41180268,0,14-55-23
0,-9.385271,-0.25857377,0,14-55-23
0.019153614,-9.404425,-0.11492168,0,14-55-23
-0.095768064,-9.375694,-0.1436521,0,14-55-23
0.2777274,-9.308656,-0.46926352,0,14-55-23
0.35434186,-9.260772,-0.6703765,0,14-55-23
0.7278373,-9.528923,-0.6607997,0,14-55-23
0.48841715,-9.260772,-0.8810662,0,14-55-23
1.091756,-9.394848,-0.39264908,0,14-55-23
0.9864111,-9.375694,-0.51714754,0,14-55-23
0.58418524,-9.423578,-0.41180268,0,14-55-23
1.2545617,-9.519346,-0.30645782,0,14-55-24
1.7525556,-9.251195,-0.038307227,0,14-55-24
1.1779473,-9.404425,-0.08619126,0,14-55-24
1.1013328,-9.212888,0.095768064,0,14-55-24
0.46926352,-9.040505,0.7469909,0,14-55-24
-0.18195933,-9.222465,1.2162545,0,14-55-24
0.61291564,-9.184157,1.0342951,0,14-55-24
0.6895301,-9.260772,1.5801731,0,14-55-24
-0.37349546,-8.887277,2.2122424,0,14-55-24
-0.40222588,-8.944737,2.4612393,0,14-55-24
-0.12449849,-9.126697,2.231396,0,14-55-24
0.50757074,-9.021352,1.9153614,0,14-55-24
0.7182605,-9.481039,1.7812861,0,14-55-24
1.7525556,-9.193734,0.8810662,0,14-55-24
1.1875241,-9.682152,1.6280571,0,14-55-24
1.292869,-8.734048,2.1452048,0,14-55-24
1.6472107,-9.14585,1.6759412,0,14-55-25
0.7757214,-9.11712,1.5227122,0,14-55-25
0.7374141,-8.743625,2.1452048,0,14-55-25
-0.08619126,-8.485051,1.8579005,0,14-55-25
0.21068975,-9.279925,2.1643584,0,14-55-25
-0.45968673,-9.184157,1.9919758,0,14-55-25
0.38307226,-9.184157,1.8962077,0,14-55-25
0.29688102,-9.279925,1.4077905,0,14-55-25
0.94810385,-9.212888,0.7086837,0,14-55-25
1.0630256,-9.222465,0.7565677,0,14-55-25
